название;url;genre;подписки;просмотры;количество авторов
Fantasy Sketch - The Game;https://www.webtoons.com/en/sf/fantasy-sketch/list?title_no=1020;Sci-fi;52733;1600000;2
Denma;https://www.webtoons.com/en/sf/denma/list?title_no=921;Sci-fi;82817;25000000;1
Inarime;https://www.webtoons.com/en/super-hero/inarime/list?title_no=675;Superhero;103277;2800000;2
Aura from Another Planet;https://www.webtoons.com/en/comedy/aura-from-another-planet/list?title_no=369;Comedy;51774;4800000;1
Acursian;https://www.webtoons.com/en/supernatural/acursian/list?title_no=1452;Supernatural;56762;555601;2
Promise of an Orchid;https://www.webtoons.com/en/fantasy/promise-of-an-orchid/list?title_no=4015;Fantasy;163991;4300000;2
Deadlife;https://www.webtoons.com/en/action/deadlife/list?title_no=3922;Action;117533;4000000;2
The Legendary Fossil;https://www.webtoons.com/en/drama/the-legendary-fossil/list?title_no=3212;Drama;134313;2200000;3
I'm the Max-Level Newbie;https://www.webtoons.com/en/action/im-the-max-level-newbie/list?title_no=3915;Action;457558;14500000;3
This Life to the Next;https://www.webtoons.com/en/drama/this-life-to-the-next/list?title_no=4217;Drama;126705;1600000;2
Descended from Divinity;https://www.webtoons.com/en/fantasy/descended-from-divinity/list?title_no=3450;Fantasy;96126;2300000;4
Nano Machine;https://www.webtoons.com/en/action/nano-machine/list?title_no=4344;Action;95530;2600000;3
A Heart for the Emperor;https://www.webtoons.com/en/romance/a-heart-for-the-emperor/list?title_no=4269;Romance;165833;3700000;3
Mythical Errand;https://www.webtoons.com/en/fantasy/mythical-errand/list?title_no=4014;Fantasy;124917;4600000;1
Taming the Marquess;https://www.webtoons.com/en/romance/taming-the-marquess/list?title_no=4345;Romance;183608;4200000;3
Code Adam;https://www.webtoons.com/en/action/code-adam/list?title_no=1657;Action;794624;40200000;1
Lovely Hell;https://www.webtoons.com/en/fantasy/lovely-hell/list?title_no=3181;Fantasy;120073;3500000;1
Legends of Silica;https://www.webtoons.com/en/fantasy/legends-of-silica/list?title_no=4316;Fantasy;55611;610232;1
Luggage;https://www.webtoons.com/en/fantasy/luggage/list?title_no=1642;Fantasy;80924;2400000;1
Tricked into Becoming the Heroine's Stepmother;https://www.webtoons.com/en/fantasy/the-wicked-heroines-stepmother/list?title_no=3039;Fantasy;948115;42500000;2
Stray Souls;https://www.webtoons.com/en/fantasy/stray-souls/list?title_no=2018;Fantasy;387292;14700000;1
Just Pancakes;https://www.webtoons.com/en/comedy/just-pancakes/list?title_no=1651;Comedy;221575;20300000;1
Your Throne;https://www.webtoons.com/en/fantasy/your-throne/list?title_no=2009;Fantasy;1600000;118400000;1
Lone;https://www.webtoons.com/en/fantasy/lone/list?title_no=1929;Fantasy;312339;15000000;1
Villain to Kill;https://www.webtoons.com/en/action/villain-to-kill/list?title_no=2857;Action;1000000;39300000;2
The Princess's Jewels;https://www.webtoons.com/en/fantasy/the-princesss-jewels/list?title_no=2966;Fantasy;451014;19200000;2
Of Dark Lords and Cabbages;https://www.webtoons.com/en/romance/of-dark-lords-and-cabbages/list?title_no=2750;Romance;391900;12500000;1
Nothing Special;https://www.webtoons.com/en/fantasy/nothing-special/list?title_no=1188;Fantasy;411254;29000000;1
Ordeal;https://www.webtoons.com/en/action/ordeal/list?title_no=2729;Action;270753;9800000;1
When Jasy Whistles;https://www.webtoons.com/en/fantasy/when-jasy-whistles/list?title_no=2721;Fantasy;530460;18700000;1
Raven Saga;https://www.webtoons.com/en/fantasy/raven-saga/list?title_no=2527;Fantasy;223066;8100000;1
Lady Knight;https://www.webtoons.com/en/fantasy/lady-knight/list?title_no=2727;Fantasy;259348;6600000;1
Everywhere & Nowhere;https://www.webtoons.com/en/comedy/everywhere-and-nowhere/list?title_no=1598;Comedy;787633;97400000;2
Castle Swimmer;https://www.webtoons.com/en/fantasy/castle-swimmer/list?title_no=1499;Fantasy;2500000;235500000;1
Heavenly Roommates;https://www.webtoons.com/en/fantasy/heavenly-roommates/list?title_no=3208;Fantasy;219632;4200000;2
Cursed Princess Club;https://www.webtoons.com/en/comedy/cursed-princess-club/list?title_no=1537;Comedy;2100000;237800000;1
Athena Complex;https://www.webtoons.com/en/fantasy/athena-complex/list?title_no=867;Fantasy;545314;42200000;1
EMPYREA;https://www.webtoons.com/en/fantasy/empyrea/list?title_no=1407;Fantasy;631827;27300000;1
The Red King;https://www.webtoons.com/en/supernatural/the-red-king/list?title_no=1687;Supernatural;817228;26700000;1
Lalin's Curse;https://www.webtoons.com/en/supernatural/lalins-curse/list?title_no=1601;Supernatural;822379;30700000;1
The Devil is a Handsome Man;https://www.webtoons.com/en/drama/the-devil-is-a-handsome-man/list?title_no=1311;Drama;779180;31600000;1
Batman: Wayne FamilyAdventures;https://www.webtoons.com/en/slice-of-life/batman-wayne-family-adventures/list?title_no=3180;Slice of life;1100000;55800000;6
Mage & Demon Queen;https://www.webtoons.com/en/comedy/mage-and-demon-queen/list?title_no=1438;Comedy;2600000;324500000;1
High Class Homos;https://www.webtoons.com/en/comedy/high-class-homos/list?title_no=2723;Comedy;908118;66300000;1
Operation: True Love;https://www.webtoons.com/en/romance/operation-true-love/list?title_no=4465;Romance;432211;6000000;2
Acception;https://www.webtoons.com/en/drama/acception/list?title_no=1513;Drama;859270;150500000;1
My Giant Nerd Boyfriend;https://www.webtoons.com/en/slice-of-life/my-giant-nerd-boyfriend/list?title_no=958;Slice of life;2300000;727600000;1
Your Smile is a Trap;https://www.webtoons.com/en/romance/your-smile-is-a-trap/list?title_no=2052;Romance;941326;54600000;1
+99 Reinforced Wooden Stick;https://www.webtoons.com/en/comedy/99-reinforced-wooden-stick/list?title_no=4286;Comedy;252625;4300000;2
1HP Club;https://www.webtoons.com/en/fantasy/1hp-club/list?title_no=2960;Fantasy;499376;26600000;1
Maid for Hire;https://www.webtoons.com/en/romance/maid-for-hire/list?title_no=2725;Romance;481041;17800000;2
Boyfriend of the Dead;https://www.webtoons.com/en/comedy/boyfriend-of-the-dead/list?title_no=1102;Comedy;2000000;416900000;1
Love Advice from the Great Duke of Hell;https://www.webtoons.com/en/comedy/love-advice/list?title_no=1498;Comedy;1300000;114600000;1
Adventures of God;https://www.webtoons.com/en/comedy/adventures-of-god/list?title_no=853;Comedy;1500000;440300000;2
Romance 101;https://www.webtoons.com/en/romance/romance-101/list?title_no=2406;Romance;604334;46300000;1
So I Married the Anti-Fan;https://www.webtoons.com/en/romance/so-i-married-the-antifan/list?title_no=2739;Romance;660886;25200000;2
Bluechair;https://www.webtoons.com/en/slice-of-life/bluechair/list?title_no=199;Slice of life;1400000;525700000;1
Winter Moon;https://www.webtoons.com/en/fantasy/winter-moon/list?title_no=1093;Fantasy;1800000;456500000;2
Can I Take It Back?;https://www.webtoons.com/en/romance/can-i-take-it-back/list?title_no=4355;Romance;229729;3300000;1
Hyperfocus;https://www.webtoons.com/en/slice-of-life/hyperfocus/list?title_no=3340;Slice of life;204018;15000000;1
Forever After;https://www.webtoons.com/en/fantasy/forever-after/list?title_no=2699;Fantasy;392967;16000000;3
Rewriting the Villainess;https://www.webtoons.com/en/fantasy/rewriting-the-villainess/list?title_no=4093;Fantasy;320679;5500000;1
Safely Endangered;https://www.webtoons.com/en/comedy/safely-endangered/list?title_no=352;Comedy;1100000;389600000;1
Karsearin: Adventures of aRed Dragon;https://www.webtoons.com/en/fantasy/karsearin-adventures-of-a-red-dragon/list?title_no=4447;Fantasy;146116;1400000;3
My Younger Brother's Friend;https://www.webtoons.com/en/romance/my-younger-brothers-friend/list?title_no=3163;Romance;347188;12400000;1
God, Please Make Me a Demon!;https://www.webtoons.com/en/comedy/god-please-make-me-a-demon/list?title_no=3198;Comedy;374304;10700000;2
Live with Yourself!;https://www.webtoons.com/en/comedy/live-with-yourself/list?title_no=919;Comedy;642103;117000000;2
Finding Fiends;https://www.webtoons.com/en/comedy/finding-fiends/list?title_no=2756;Comedy;111574;5300000;1
Daily JoJo;https://www.webtoons.com/en/romance/daily-jojo/list?title_no=3335;Romance;147140;5700000;1
Little Matcha Girl;https://www.webtoons.com/en/fantasy/little-matcha-girl/list?title_no=1665;Fantasy;378121;14600000;1
Andy Bass;https://www.webtoons.com/en/comedy/andy-bass/list?title_no=2284;Comedy;171436;11200000;2
Heir's Game;https://www.webtoons.com/en/drama/heirs-game/list?title_no=1445;Drama;300906;31700000;1
Smity and Majesty;https://www.webtoons.com/en/comedy/smity-and-majesty/list?title_no=2706;Comedy;139127;5500000;1
The Build Up;https://www.webtoons.com/en/sports/the-build-up/list?title_no=2712;Sports;202626;9600000;1
Nomads;https://www.webtoons.com/en/fantasy/nomads/list?title_no=2732;Fantasy;122134;3400000;1
CARL;https://www.webtoons.com/en/slice-of-life/carl/list?title_no=1216;Slice of life;401722;50500000;1
Cat vs. Dog;https://www.webtoons.com/en/comedy/cat-vs-dog/list?title_no=2961;Comedy;117757;6100000;1
My Irresistible Ex;https://www.webtoons.com/en/romance/my-irresistible-ex/list?title_no=3348;Romance;253644;6000000;3
The Hip Guy;https://www.webtoons.com/en/comedy/the-hip-guy/list?title_no=2577;Comedy;236225;8500000;1
Teenage Dragon;https://www.webtoons.com/en/comedy/teenage-dragon/list?title_no=4188;Comedy;58291;1000000;1
Vibe Check!;https://www.webtoons.com/en/comedy/vibe-check/list?title_no=2724;Comedy;68379;2500000;1
The Monster's Bride;https://www.webtoons.com/en/fantasy/the-monsters-bride/list?title_no=3336;Fantasy;177455;4000000;2
MONOCHROME;https://www.webtoons.com/en/action/monochrome/list?title_no=2884;Action;158365;2400000;1
Da Yomanville Gang;https://www.webtoons.com/en/drama/da-yomanville-gang/list?title_no=1578;Drama;238230;19500000;1
Cat Got Your Tongue;https://www.webtoons.com/en/comedy/cat-got-your-tongue/list?title_no=3362;Comedy;68732;1000000;2
Trailer Park Warlock;https://www.webtoons.com/en/comedy/trailer-park-warlock/list?title_no=1512;Comedy;103376;5900000;1
Super Awkward Man;https://www.webtoons.com/en/comedy/super-awkward-man/list?title_no=2972;Comedy;97148;1500000;2
Heavenly Eats;https://www.webtoons.com/en/comedy/heavenly-eats/list?title_no=4356;Comedy;75272;496915;2
'Til Debt Do Us Part;https://www.webtoons.com/en/romance/til-debt-do-us-part/list?title_no=3115;Romance;429586;18400000;2
BlackSmith;https://www.webtoons.com/en/supernatural/blacksmith/list?title_no=3341;Supernatural;78054;1500000;1
Plum;https://www.webtoons.com/en/sports/plum/list?title_no=1605;Sports;127427;6300000;1
Good Luck, Hero!;https://www.webtoons.com/en/fantasy/good-luck-hero/list?title_no=3346;Fantasy;98191;2200000;1
Principal's Livestream;https://www.webtoons.com/en/comedy/principals-livestream/list?title_no=4261;Comedy;37798;364058;1
Romance Punch;https://www.webtoons.com/en/comedy/romance-punch/list?title_no=3360;Comedy;65993;622526;1
Meow Rangers;https://www.webtoons.com/en/comedy/meow-rangers/list?title_no=3273;Comedy;80057;1000000;1
Killer Bang: The First Kill;https://www.webtoons.com/en/action/killer-bang-the-first-kill/list?title_no=4174;Action;32307;638781;2
BOO! It's Sex;https://www.webtoons.com/en/slice-of-life/boo-its-sex/list?title_no=1413;Slice of life;595825;88100000;2
Our Beloved Summer;https://www.webtoons.com/en/romance/our-beloved-summer/list?title_no=3666;Romance;356939;5200000;2
Mom, I'm Sorry;https://www.webtoons.com/en/drama/mom-im-sorry/list?title_no=2049;Drama;812912;41600000;2
AXED;https://www.webtoons.com/en/comedy/axed/list?title_no=1558;Comedy;481705;36400000;2
Brutally Honest;https://www.webtoons.com/en/comedy/brutally-honest/list?title_no=799;Comedy;224816;23500000;1
The Wolf & Red Riding Hood;https://www.webtoons.com/en/comedy/wolf-and-red-riding-hood/list?title_no=2142;Comedy;634056;34400000;1
UndeadEd;https://www.webtoons.com/en/supernatural/undeaded/list?title_no=468;Supernatural;130507;27200000;1
Toaster Dude;https://www.webtoons.com/en/comedy/toaster-dude/list?title_no=1983;Comedy;482016;27900000;2
Illustrated Internet;https://www.webtoons.com/en/comedy/illustrated-internet/list?title_no=750;Comedy;146443;12900000;1
ShootAround;https://www.webtoons.com/en/drama/shoot-around/list?title_no=399;Drama;167176;25900000;1
Rewriting Extinction;https://www.webtoons.com/en/comedy/rewriting-extinction/list?title_no=3648;Comedy;99211;1600000;1
Newman;https://www.webtoons.com/en/fantasy/newman/list?title_no=405;Fantasy;196239;43500000;1
Matchmaker Hero;https://www.webtoons.com/en/sf/matchmaker-hero/list?title_no=1569;Sci-fi;352567;10800000;1
My Dictator Boyfriend;https://www.webtoons.com/en/comedy/my-dictator-boyfriend/list?title_no=1391;Comedy;273122;45600000;2
Murrz;https://www.webtoons.com/en/slice-of-life/murrz/list?title_no=1281;Slice of life;785741;231000000;1
Cat Loaf Adventures;https://www.webtoons.com/en/slice-of-life/cat-loaf-adventures/list?title_no=1381;Slice of life;312153;23500000;1
Warning Label;https://www.webtoons.com/en/romance/warning-label/list?title_no=1051;Romance;134308;7000000;1
My Daughter is a Zombie;https://www.webtoons.com/en/comedy/my-daughter-is-a-zombie/list?title_no=2190;Comedy;338235;20600000;1
CinnamonRoll;https://www.webtoons.com/en/romance/cinnamonroll/list?title_no=2226;Romance;291289;7800000;1
Waffles & Pancakes;https://www.webtoons.com/en/slice-of-life/waffles-and-pancakes/list?title_no=1310;Slice of life;207052;70500000;1
Saphie: The One-Eyed Cat;https://www.webtoons.com/en/slice-of-life/saphie-one-eyed-cat/list?title_no=670;Slice of life;650930;147600000;1
Your Adventure;https://www.webtoons.com/en/comedy/your-adventure/list?title_no=506;Comedy;49842;3500000;1
Unlucky is as Lucky does;https://www.webtoons.com/en/comedy/unlucky-is-as-lucky-does/list?title_no=1554;Comedy;249900;25100000;1
My Name is Benny;https://www.webtoons.com/en/slice-of-life/my-name-is-benny/list?title_no=1279;Slice of life;258508;37100000;1
Meow Man;https://www.webtoons.com/en/comedy/meow-man/list?title_no=1677;Comedy;311869;29800000;1
Apocalyptic Horseplay;https://www.webtoons.com/en/supernatural/apocalyptic-horseplay/list?title_no=635;Supernatural;144822;16000000;1
HAPI BUNI;https://www.webtoons.com/en/comedy/hapi-buni/list?title_no=362;Comedy;180104;46800000;1
Elf & Warrior;https://www.webtoons.com/en/fantasy/elf-and-warrior/list?title_no=908;Fantasy;234207;27900000;2
As Per Usual;https://www.webtoons.com/en/slice-of-life/as-per-usual/list?title_no=599;Slice of life;490078;115200000;1
A Budgie's Life;https://www.webtoons.com/en/slice-of-life/its-a-budgies-life/list?title_no=985;Slice of life;344313;67500000;1
Illusions of Adulting;https://www.webtoons.com/en/slice-of-life/illusions-of-adulting/list?title_no=922;Slice of life;71001;4700000;1
Behind the GIFs;https://www.webtoons.com/en/comedy/behind-the-gifs/list?title_no=658;Comedy;329516;115300000;2
Lorna;https://www.webtoons.com/en/slice-of-life/lorna/list?title_no=1284;Slice of life;52017;4000000;1
DON'T HATE;https://www.webtoons.com/en/comedy/dont-hate/list?title_no=1574;Comedy;267827;36800000;1
Library Ghost;https://www.webtoons.com/en/comedy/library-ghost/list?title_no=220;Comedy;72132;7700000;1
Girls Have a Blog;https://www.webtoons.com/en/slice-of-life/girls-have-a-blog/list?title_no=1052;Slice of life;139298;6400000;2
10th Dimension Boys;https://www.webtoons.com/en/comedy/10th-dimension-boys/list?title_no=71;Comedy;95717;28800000;1
dustinteractive;https://www.webtoons.com/en/comedy/dustinteractive/list?title_no=907;Comedy;326107;103300000;1
How to Love;https://www.webtoons.com/en/slice-of-life/how-to-love/list?title_no=472;Slice of life;119315;11100000;1
The Gentleman’s Armchair;https://www.webtoons.com/en/comedy/the-gentlemans-armchair/list?title_no=469;Comedy;56604;6200000;1
Moon You;https://www.webtoons.com/en/sf/moonyou/list?title_no=1340;Sci-fi;153059;7100000;1
The Sound of Your Heart;https://www.webtoons.com/en/comedy/the-sound-of-your-heart/list?title_no=269;Comedy;145608;30800000;1
Messenger;https://www.webtoons.com/en/fantasy/messenger/list?title_no=1382;Fantasy;98126;5700000;2
I Don't Want This Kind of Hero;https://www.webtoons.com/en/super-hero/i-dont-want-this-kind-of-hero/list?title_no=98;Superhero;369537;39900000;1
MercWorks;https://www.webtoons.com/en/slice-of-life/mercworks/list?title_no=426;Slice of life;55486;9000000;1
God of Bath;https://www.webtoons.com/en/comedy/god-of-bath/list?title_no=91;Comedy;123769;5600000;1
1111 Animals;https://www.webtoons.com/en/comedy/1111-animals/list?title_no=437;Comedy;48955;7000000;1
Skate!!! Fire 100;https://www.webtoons.com/en/sports/skate-fire-100/list?title_no=1674;Sports;81375;2100000;2
Doodle for Food;https://www.webtoons.com/en/slice-of-life/doodle-for-food/list?title_no=487;Slice of life;185236;53300000;1
MOONBEARD;https://www.webtoons.com/en/comedy/moon-beard/list?title_no=471;Comedy;60469;8000000;1
Ode to Our Youth;https://www.webtoons.com/en/comedy/ode-to-our-youth/list?title_no=3898;Comedy;37529;720413;1
Up and Out ;https://www.webtoons.com/en/slice-of-life/up-and-out/list?title_no=488;Slice of life;65509;10700000;1
New Normal: Class 8;https://www.webtoons.com/en/drama/new-normal-class-8/list?title_no=100;Drama;233483;41000000;1
Trash Bird;https://www.webtoons.com/en/comedy/trash-bird/list?title_no=473;Comedy;97633;13300000;1
National Dog Day 2016;https://www.webtoons.com/en/slice-of-life/national-dog-day/list?title_no=747;Slice of life;37972;2900000;1
RANDOMPHILIA;https://www.webtoons.com/en/comedy/randomphilia/list?title_no=386;Comedy;81625;18100000;1
A Bittersweet Life;https://www.webtoons.com/en/slice-of-life/a-bittersweet-life/list?title_no=294;Slice of life;92496;6600000;1
Average Adventures of an Average Girl;https://www.webtoons.com/en/slice-of-life/average-adventures-of-an-average-girl/list?title_no=401;Slice of life;73273;9500000;1
3-Second Strip;https://www.webtoons.com/en/comedy/3-second-strip/list?title_no=380;Comedy;62099;16200000;1
Lunarbaboon;https://www.webtoons.com/en/slice-of-life/lunarbaboon/list?title_no=523;Slice of life;189575;65900000;1
Lars;https://www.webtoons.com/en/slice-of-life/lars/list?title_no=358;Slice of life;46324;8500000;1
Eat Fighter;https://www.webtoons.com/en/sports/eat-fighter/list?title_no=1460;Sports;27756;1000000;2
Polidiocy;https://www.webtoons.com/en/comedy/polidiocy/list?title_no=676;Comedy;31885;1700000;2
Tickle Town;https://www.webtoons.com/en/comedy/tickle-town/list?title_no=428;Comedy;16078;2700000;2
New Life Project;https://www.webtoons.com/en/comedy/new-life-project/list?title_no=279;Comedy;15825;1800000;1
BuzzFeed Comics;https://www.webtoons.com/en/comedy/buzzfeed-comics/list?title_no=585;Comedy;80957;19600000;1
Cluster Fudge;https://www.webtoons.com/en/slice-of-life/cluster-fudge/list?title_no=355;Slice of life;27795;5100000;1
Cyko-KO;https://www.webtoons.com/en/super-hero/cyko-ko/list?title_no=560;Superhero;7845;245888;1
Aura from Another Planet;https://www.webtoons.com/en/comedy/aura-from-another-planet/list?title_no=369;Comedy;51774;4800000;1
Epic V;https://www.webtoons.com/en/comedy/epic-v/list?title_no=353;Comedy;6019;555688;2
The DaneMen;https://www.webtoons.com/en/comedy/the-danemen/list?title_no=395;Comedy;40796;8600000;1
Pigminted;https://www.webtoons.com/en/slice-of-life/pigminted/list?title_no=482;Slice of life;23536;4000000;1
Nicholalala;https://www.webtoons.com/en/slice-of-life/nicholalala/list?title_no=418;Slice of life;19246;3000000;1
Just Pancakes;https://www.webtoons.com/en/comedy/just-pancakes/list?title_no=1651;Comedy;221575;20300000;1
Match Made in Hell;https://www.webtoons.com/en/romance/match-made-in-hell/list?title_no=2741;Romance;229618;7300000;1
Gecko Chan;https://www.webtoons.com/en/comedy/gecko-chan/list?title_no=2717;Comedy;83458;3000000;1
Bad Signs;https://www.webtoons.com/en/comedy/bad-signs/list?title_no=1623;Comedy;262717;14100000;1
Rooftops & Roommates;https://www.webtoons.com/en/comedy/rooftops-and-roommates/list?title_no=2576;Comedy;431317;29800000;1
Everywhere & Nowhere;https://www.webtoons.com/en/comedy/everywhere-and-nowhere/list?title_no=1598;Comedy;787633;97400000;2
LMLY;https://www.webtoons.com/en/romance/lmly/list?title_no=2700;Romance;466181;8300000;1
Cursed Princess Club;https://www.webtoons.com/en/comedy/cursed-princess-club/list?title_no=1537;Comedy;2100000;237800000;1
Her Mannequin;https://www.webtoons.com/en/romance/her-mannequin/list?title_no=2875;Romance;249246;4000000;1
Deadlove;https://www.webtoons.com/en/slice-of-life/deadlove/list?title_no=2460;Slice of life;83747;2100000;2
Not So Shoujo Love Story;https://www.webtoons.com/en/comedy/not-so-shoujo-love-story/list?title_no=2189;Comedy;716104;33200000;1
unOrdinary;https://www.webtoons.com/en/super-hero/unordinary/list?title_no=679;Superhero;5600000;1100000000;1
Teenage Mercenary;https://www.webtoons.com/en/action/teenage-mercenary/list?title_no=2677;Action;1200000;60200000;2
Omniscient Reader;https://www.webtoons.com/en/action/omniscient-reader/list?title_no=2154;Action;2300000;164000000;3
The Advanced Player ofthe Tutorial Tower;https://www.webtoons.com/en/action/the-advanced-player-of-the-tutorial-tower/list?title_no=2409;Action;1300000;79400000;3
Tower of God;https://www.webtoons.com/en/fantasy/tower-of-god/list?title_no=95;Fantasy;3200000;1000000000;1
Get Schooled;https://www.webtoons.com/en/drama/get-schooled/list?title_no=2684;Drama;1000000;46200000;2
Doom Breaker;https://www.webtoons.com/en/action/doom-breaker/list?title_no=3197;Action;758304;33900000;1
Jungle Juice;https://www.webtoons.com/en/action/jungle-juice/list?title_no=2480;Action;1100000;58000000;2
Eleceed;https://www.webtoons.com/en/action/eleceed/list?title_no=1571;Action;1400000;182700000;2
The God of High School;https://www.webtoons.com/en/action/the-god-of-high-school/list?title_no=66;Action;2700000;745000000;1
Master of Villains;https://www.webtoons.com/en/action/master-of-villains/list?title_no=4468;Action;139655;1900000;3
Kill the Dragon;https://www.webtoons.com/en/action/kill-the-dragon/list?title_no=4583;Action;183232;1900000;3
Red Hood: Outlaws;https://www.webtoons.com/en/action/red-hood-outlaws/list?title_no=4603;Action;236210;1300000;2
The World After the Fall;https://www.webtoons.com/en/action/the-world-after-the-fall/list?title_no=4011;Action;522322;9000000;3
Death: Rescheduled;https://www.webtoons.com/en/thriller/death-rescheduled/list?title_no=3515;Thriller;675886;17500000;1
Mythic Item Obtained;https://www.webtoons.com/en/fantasy/mythic-item-obtained/list?title_no=4582;Fantasy;190685;1100000;2
Weak Hero;https://www.webtoons.com/en/action/weakhero/list?title_no=1726;Action;1300000;175400000;2
The Lone Necromancer;https://www.webtoons.com/en/fantasy/the-lone-necromancer/list?title_no=3690;Fantasy;454866;13200000;3
Hero Killer;https://www.webtoons.com/en/action/hero-killer/list?title_no=2745;Action;685646;28700000;2
Return of the Blossoming Blade;https://www.webtoons.com/en/action/return-of-the-blossoming-blade/list?title_no=2849;Action;421168;16900000;2
The Druid of Seoul Station;https://www.webtoons.com/en/action/the-druid-of-seoul-station/list?title_no=3453;Action;415590;15900000;3
Return to Player;https://www.webtoons.com/en/action/return-to-player/list?title_no=2574;Action;591388;26700000;3
Lookism;https://www.webtoons.com/en/drama/lookism/list?title_no=1049;Drama;2600000;593800000;1
Dungeons & Artifacts;https://www.webtoons.com/en/action/dungeons-and-artifacts/list?title_no=2575;Action;486749;23400000;2
The Lone Spellcaster;https://www.webtoons.com/en/fantasy/the-lone-spellcaster/list?title_no=3478;Fantasy;358011;11100000;2
My S-Class Hunters;https://www.webtoons.com/en/action/my-s-class-hunters/list?title_no=3963;Action;317915;5700000;3
I Get Stronger the More I Eat;https://www.webtoons.com/en/action/i-get-stronger-the-more-i-eat/list?title_no=3199;Action;357913;15000000;2
The Gamer;https://www.webtoons.com/en/action/the-gamer/list?title_no=88;Action;2000000;438100000;2
66,666 Years:Advent of the Dark Mage;https://www.webtoons.com/en/fantasy/66666-years-advent-of-the-dark-mage/list?title_no=3441;Fantasy;400922;12300000;3
Keys;https://www.webtoons.com/en/action/keys/list?title_no=2742;Action;115432;462888;1
Return of the Mad Demon;https://www.webtoons.com/en/historical/return-of-the-mad-demon/list?title_no=3671;Historical;311087;7800000;3
City of Blank;https://www.webtoons.com/en/sf/city-of-blank/list?title_no=1895;Sci-fi;623693;33700000;1
Viral Hit;https://www.webtoons.com/en/action/viral-hit/list?title_no=2268;Action;714349;56700000;2
Immortal Weakling;https://www.webtoons.com/en/super-hero/immortal-weakling/list?title_no=2733;Superhero;192907;1600000;2
Limit Breaker;https://www.webtoons.com/en/action/limit-breaker/list?title_no=4176;Action;216061;4200000;3
Infinite Leveling: Murim;https://www.webtoons.com/en/action/infinite-leveling-murim/list?title_no=2676;Action;244281;12000000;2
The Strongest Florist;https://www.webtoons.com/en/action/the-strongest-florist/list?title_no=2507;Action;503737;25100000;2
Murim RPG Simulation;https://www.webtoons.com/en/action/murim-rpg-simulation/list?title_no=3779;Action;186307;5000000;2
The Breaker: Eternal Force;https://www.webtoons.com/en/action/the-breaker-eternal-force/list?title_no=4501;Action;170181;1100000;2
Shingi: The Spirit's Playbook;https://www.webtoons.com/en/action/shingi-the-spirits-playbook/list?title_no=4569;Action;69638;619776;2
Covenant;https://www.webtoons.com/en/action/covenant/list?title_no=2011;Action;576267;16600000;1
Wind Breaker;https://www.webtoons.com/en/sports/wind-breaker/list?title_no=372;Sports;1600000;330500000;1
The Warrior Returns;https://www.webtoons.com/en/action/the-warrior-returns/list?title_no=3265;Action;341022;8900000;2
To Not Die;https://www.webtoons.com/en/drama/to-not-die/list?title_no=3787;Drama;199283;4900000;2
Study Group;https://www.webtoons.com/en/action/study-group/list?title_no=3595;Action;462584;11400000;2
Manager Kim;https://www.webtoons.com/en/action/manager-kim/list?title_no=3917;Action;212148;4800000;2
Reincarnated as anUnruly Heir;https://www.webtoons.com/en/action/reincarnated-as-an-unruly-heir/list?title_no=3597;Action;209028;5400000;3
X & Ash;https://www.webtoons.com/en/action/x-and-ash/list?title_no=3992;Action;183106;1900000;2
The Ember Knight;https://www.webtoons.com/en/fantasy/the-ember-knight/list?title_no=2886;Fantasy;218039;8500000;1
Best Teacher Baek;https://www.webtoons.com/en/action/best-teacher-baek/list?title_no=4153;Action;119308;2000000;3
Knight Under My Heart;https://www.webtoons.com/en/action/knight-under-my-heart/list?title_no=4215;Action;148873;1500000;3
Hooves of Death;https://www.webtoons.com/en/fantasy/hooves-of-death/list?title_no=1535;Fantasy;322424;23200000;1
Hanlim Gym;https://www.webtoons.com/en/sports/hanlim-gym/list?title_no=2850;Sports;200342;8400000;2
A Dance of Swords in the Night;https://www.webtoons.com/en/action/a-dance-of-swords-in-the-night/list?title_no=4596;Action;71730;288611;3
Gul;https://www.webtoons.com/en/action/gul/list?title_no=2617;Action;210969;7800000;2
21st Century Knights;https://www.webtoons.com/en/fantasy/21st-century-knights/list?title_no=2718;Fantasy;194224;3600000;1
The Final Raid Boss;https://www.webtoons.com/en/fantasy/the-final-raid-boss/list?title_no=3921;Fantasy;151713;2900000;3
Urban Animal;https://www.webtoons.com/en/super-hero/urban-animal/list?title_no=1483;Superhero;520510;32700000;2
Re-Possessed;https://www.webtoons.com/en/action/re-possessed/list?title_no=3760;Action;55355;213410;2
God Tribe;https://www.webtoons.com/en/fantasy/god-tribe/list?title_no=4352;Fantasy;97919;1400000;2
Double Click;https://www.webtoons.com/en/sports/double-click/list?title_no=3669;Sports;214143;5400000;3
